No,Tanggal,Harga Pembukaan,Tertinggi,Terendah,Penutupan,Volume,Nilai,Frekuensi
883,2021-06-25,31150,31300,30950,30950,13787900,428255512500,11675
884,2021-06-24,31550,31550,31000,31050,11202000,348667815000,16973
885,2021-06-23,31475,31700,31150,31150,10490200,328632085000,17274
886,2021-06-22,31250,31950,31200,31700,13164800,416417355000,9057
887,2021-06-21,31500,31500,31050,31250,12164700,380627877500,9099
888,2021-06-18,31500,31725,31400,31625,23608600,745940547500,12532
889,2021-06-17,31950,31950,31375,31650,13689700,433599335000,11389
890,2021-06-16,32100,32175,31800,31925,9796800,313020310000,10445
891,2021-06-15,32225,32350,32025,32350,17559800,565530955000,10264
892,2021-06-14,32600,32600,32000,32050,12295700,395506092500,10396
893,2021-06-11,32850,32900,32300,32350,14556100,472963255000,14612
894,2021-06-10,32775,33100,32450,33100,14652500,481826560000,11706
895,2021-06-09,31800,32675,31800,32650,15439600,501735692500,9381
896,2021-06-08,32875,32875,32150,32150,12869600,416735995000,8163
897,2021-06-07,32800,32850,32150,32650,12515200,407116007500,10022
898,2021-06-04,33100,33100,32500,32900,12421700,407200190000,12060
899,2021-06-03,32475,33000,32150,33000,26762100,873472172500,14488
900,2021-06-02,32500,32575,32100,32325,28346500,917581752500,17183
901,2021-05-31,31800,31950,31625,31875,20288400,646061072500,9494
902,2021-05-28,31650,31850,31650,31700,20421700,647714005000,8715
903,2021-05-27,32200,32400,31350,31350,107594300,3393180187500,19981
904,2021-05-25,31500,32200,31500,31775,17494000,556565512500,11215
905,2021-05-24,31775,31900,31450,31625,11842000,375837587500,9294
906,2021-05-22,31950,33000,31900,33000,369300,11925300000,51
907,2021-05-21,32250,32250,31300,31800,18524000,587252835000,15287
908,2021-05-20,31950,32175,31750,31900,12990000,415605042500,10298
909,2021-05-19,31900,32000,31675,31725,12982500,412718810000,9519
910,2021-05-18,32000,32275,31825,31950,14712600,470424327500,11913
911,2021-05-17,32500,32500,31875,32500,25811700,833610340000,21100
912,2021-05-11,32000,32400,31525,32400,14136000,450293557500,11963
913,2021-05-10,32000,32100,31975,32100,13636100,436712347500,7544
914,2021-05-07,32300,32300,31925,32000,9772800,313335515000,9412
915,2021-05-06,32000,32250,32000,32125,7623100,244562692500,5975
916,2021-05-05,32100,32150,32000,32125,10337000,331507725000,6504
917,2021-05-04,31750,32150,31700,32000,10024700,319648550000,8498
918,2021-05-03,32400,32400,31725,31950,8413100,268782685000,9480
919,2021-04-30,32250,32250,31900,32025,13165900,422154037500,8600
920,2021-04-29,32300,32300,31800,32050,11471000,367339872500,8782
921,2021-04-28,32000,32025,31575,31600,17532000,556340117500,11984
922,2021-04-27,31850,32175,31775,32025,26530000,850529580000,17676
923,2021-04-26,31975,32000,31400,31425,21748400,688311985000,14391
924,2021-04-23,31400,31975,31125,31950,21699700,686618455000,18967
925,2021-04-22,31000,31375,30900,31075,12751600,395819287500,12255
926,2021-04-21,31000,31125,30825,30825,13679400,423639482500,9684
927,2021-04-20,31000,31250,30925,31175,14544200,451723457500,10707
928,2021-04-19,31375,31400,31150,31350,9419000,294919325000,7809
929,2021-04-16,31850,31850,31075,31375,15858700,497646480000,12448
930,2021-04-15,31525,31550,30900,31400,20537300,641907540000,16542
931,2021-04-14,30525,31525,30300,31525,27103900,842800915000,21824
932,2021-04-13,30250,30300,29900,30000,23842300,715821185000,24907
933,2021-04-12,31475,31475,30300,30325,22082300,674875585000,24002
934,2021-04-09,31575,31600,30725,31000,23392200,726413747500,18906
935,2021-04-08,31000,31075,30625,30675,24739500,761066157500,21106
936,2021-04-07,30775,31375,30675,31250,21581600,666452485000,18441
937,2021-04-06,30675,30850,30400,30825,16043000,493935050000,14280
938,2021-04-05,31250,31450,30775,30775,14662300,454460472500,16658
939,2021-04-01,31075,31350,30775,31125,22457200,698836185000,21302
940,2021-03-31,31950,31975,30725,31075,44678100,1390601562500,37171
941,2021-03-30,31850,32275,31850,31975,16623100,531779290000,15663
942,2021-03-29,32050,32575,31800,31800,22674100,726771997500,22114
943,2021-03-26,31850,32225,31500,32075,26893500,860506547500,18813
944,2021-03-25,32000,32200,31650,31850,23820300,758615720000,24569
945,2021-03-24,32575,32750,32100,32200,30410000,982678535000,29139
946,2021-03-23,33600,33600,32775,32825,25552500,844329720000,29676
947,2021-03-22,33200,33400,33050,33100,13504700,447714830000,16210
948,2021-03-19,33850,33850,33125,33800,25170600,845103200000,15789
949,2021-03-18,33100,33600,33050,33525,14013500,466909345000,14736
950,2021-03-17,33250,33325,33025,33050,14294900,472918327500,15674
951,2021-03-16,33550,33550,33100,33125,14151100,469405972500,20759
952,2021-03-15,34075,34100,33325,33325,11483200,384973365000,15332
953,2021-03-12,34375,34400,33575,33825,14865600,503459300000,16338
954,2021-03-10,33600,33600,33100,33525,10060400,336650420000,12503
955,2021-03-09,33500,33575,33000,33025,27116400,899493865000,33797
956,2021-03-08,34750,34750,33600,33600,18176600,614656395000,24584
957,2021-03-05,33600,34625,33600,34000,22374300,766671142500,16843
958,2021-03-04,34525,35000,33600,33600,24160500,825648195000,19643
959,2021-03-03,35325,35425,35000,35000,16894000,595214107500,11425
960,2021-03-02,35600,35800,35000,35075,16289300,573939910000,15952
961,2021-03-01,34150,35225,34000,35225,41107800,1433046222500,29524
962,2021-02-26,33525,34050,33225,33550,34726300,1169470342500,17279
963,2021-02-25,33700,33850,33400,33525,15737600,528536370000,20839
964,2021-02-24,34125,34175,33625,33625,14373800,486252347500,17605
965,2021-02-23,34100,34225,33875,34125,11672000,397278747500,12109
966,2021-02-22,34500,34700,33950,33950,13782600,471158342500,15786
967,2021-02-19,33900,34250,33800,34125,14097500,479227617500,12254
968,2021-02-18,34250,34500,33675,33675,18240800,619686137500,18506
969,2021-02-17,34450,34800,34250,34500,13202300,455135490000,11532
970,2021-02-16,34400,34725,34150,34700,9444200,325755802500,8419
971,2021-02-15,34150,34450,33600,34000,16784400,573815120000,17934
972,2021-02-11,34925,34925,34200,34400,7385200,254682082500,9178
973,2021-02-10,35250,35250,34500,34600,8996900,311564217500,11909
974,2021-02-09,35000,35150,34775,34900,15114800,528615360000,11747
975,2021-02-08,35250,35275,34400,34600,9120800,317827635000,8989
976,2021-02-05,34350,34750,34275,34575,10320400,355919937500,8146
977,2021-02-04,34600,35000,34175,34275,16190100,557563600000,11687
978,2021-02-03,35000,35000,34125,34125,13458200,465903670000,9111
979,2021-02-02,34825,34900,34000,34000,17348200,599212690000,14810
980,2021-02-01,33800,34600,32975,34100,22625800,769348757500,20961
981,2021-01-29,34500,35000,33800,33800,26552500,906522065000,19447
982,2021-01-28,33950,34625,33950,34500,20925400,720278390000,14093
983,2021-01-27,34100,34650,33525,33950,19584000,668970462500,18739
984,2021-01-26,34775,35000,34100,34100,19731600,680646375000,25213
985,2021-01-25,36000,36000,35000,35175,15367300,542404927500,10545
986,2021-01-22,35375,35800,35375,35400,16165800,573435235000,8826
987,2021-01-21,36400,36500,35300,35375,13285600,472831935000,11207
988,2021-01-20,35825,36475,35350,35475,21443200,764274587500,13375
989,2021-01-19,35600,35600,35025,35475,14755400,522543310000,12797
990,2021-01-18,34775,35625,34225,35600,17268600,610310540000,16692
991,2021-01-15,35475,35500,34200,34775,17970700,626140905000,22464
992,2021-01-14,35250,35450,34975,35100,17863900,627559675000,19584
993,2021-01-13,36225,36375,35350,35600,15316300,546485222500,16636
994,2021-01-12,36725,36900,35800,35800,19047000,686686100000,19754
995,2021-01-11,35750,36800,35725,36725,33806900,1237824775000,20595
996,2021-01-08,35175,35400,34875,35250,15006700,528463447500,12562
997,2021-01-07,35000,35250,34550,34825,14272000,497544282500,10760
998,2021-01-06,35250,35375,34400,34725,17950700,626171017500,15424
999,2021-01-05,34300,35450,34250,35450,20966200,733641877500,21176
1000,2021-01-04,34000,34275,33600,34175,9587400,326697622500,10187
